年度,食品群,検体名,Bacteria,Serotype,検体数,陽性数,品目カテゴリ
2015,食肉,カットステーキ肉,腸管出血性大腸菌,O121,54,0,厚生労働省指定品目
2015,食肉,カットステーキ肉,腸管出血性大腸菌,O145,54,0,厚生労働省指定品目
2015,食肉,カットステーキ肉,腸管出血性大腸菌,O157,67,0,厚生労働省指定品目
2015,食肉,カットステーキ肉,腸管出血性大腸菌,O26,67,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚混合）,E.coli,-,5,3,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚混合）,カンピロバクター,-,5,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚混合）,サルモネラ属菌,-,78,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚混合）,総検体数,-,,,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚混合）,腸管出血性大腸菌,O103,61,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚混合）,腸管出血性大腸菌,O111,78,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚混合）,腸管出血性大腸菌,O121,61,1,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚混合）,腸管出血性大腸菌,O145,61,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚混合）,腸管出血性大腸菌,O157,78,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚混合）,腸管出血性大腸菌,O26,78,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚鶏混合）,E.coli,-,1,1,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚鶏混合）,カンピロバクター,-,1,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚鶏混合）,サルモネラ属菌,-,1,1,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚鶏混合）,総検体数,-,,,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚鶏混合）,腸管出血性大腸菌,O103,1,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚鶏混合）,腸管出血性大腸菌,O111,1,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚鶏混合）,腸管出血性大腸菌,O121,1,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚鶏混合）,腸管出血性大腸菌,O145,1,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚鶏混合）,腸管出血性大腸菌,O157,1,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛豚鶏混合）,腸管出血性大腸菌,O26,1,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛）,E.coli,-,2,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛）,カンピロバクター,-,5,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛）,サルモネラ属菌,-,32,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛）,総検体数,-,,,厚生労働省指定品目
2015,食肉,ミンチ肉（牛）,腸管出血性大腸菌,O103,28,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛）,腸管出血性大腸菌,O111,32,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛）,腸管出血性大腸菌,O121,28,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛）,腸管出血性大腸菌,O145,28,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛）,腸管出血性大腸菌,O157,32,0,厚生労働省指定品目
2015,食肉,ミンチ肉（牛）,腸管出血性大腸菌,O26,32,0,厚生労働省指定品目
2015,食肉,ミンチ肉（豚）,E.coli,-,7,5,厚生労働省指定品目
2015,食肉,ミンチ肉（豚）,カンピロバクター,-,3,0,厚生労働省指定品目
2015,食肉,ミンチ肉（豚）,サルモネラ属菌,-,94,4,厚生労働省指定品目
2015,食肉,ミンチ肉（豚）,総検体数,-,,,厚生労働省指定品目
2015,食肉,ミンチ肉（豚）,腸管出血性大腸菌,O103,68,1,厚生労働省指定品目
2015,食肉,ミンチ肉（豚）,腸管出血性大腸菌,O111,94,0,厚生労働省指定品目
2015,食肉,ミンチ肉（豚）,腸管出血性大腸菌,O121,68,0,厚生労働省指定品目
2015,食肉,ミンチ肉（豚）,腸管出血性大腸菌,O145,68,0,厚生労働省指定品目
2015,食肉,ミンチ肉（豚）,腸管出血性大腸菌,O157,94,0,厚生労働省指定品目
2015,食肉,ミンチ肉（豚）,腸管出血性大腸菌,O26,94,0,厚生労働省指定品目
2015,食肉,ミンチ肉（鶏）,カンピロバクター,-,5,1,厚生労働省指定品目
2015,食肉,ミンチ肉（鶏）,サルモネラ属菌,-,35,22,厚生労働省指定品目
2015,食肉,ミンチ肉（鶏）,総検体数,-,,,厚生労働省指定品目
2015,食肉,ミンチ肉（鶏）,腸管出血性大腸菌,O103,27,0,厚生労働省指定品目
2015,食肉,ミンチ肉（鶏）,腸管出血性大腸菌,O111,34,0,厚生労働省指定品目
2015,食肉,ミンチ肉（鶏）,腸管出血性大腸菌,O121,27,0,厚生労働省指定品目
2015,食肉,ミンチ肉（鶏）,腸管出血性大腸菌,O145,27,0,厚生労働省指定品目
2015,食肉,ミンチ肉（鶏）,腸管出血性大腸菌,O157,34,0,厚生労働省指定品目
2015,食肉,ミンチ肉（鶏）,腸管出血性大腸菌,O26,34,0,厚生労働省指定品目
2015,食肉,ローストビーフ,E.coli,-,4,0,厚生労働省指定品目
2015,食肉,ローストビーフ,カンピロバクター,-,7,0,厚生労働省指定品目
2015,食肉,ローストビーフ,サルモネラ属菌,-,7,0,厚生労働省指定品目
2015,食肉,ローストビーフ,総検体数,-,,,厚生労働省指定品目
2015,食肉,ローストビーフ,腸管出血性大腸菌,O103,2,0,厚生労働省指定品目
2015,食肉,ローストビーフ,腸管出血性大腸菌,O111,4,0,厚生労働省指定品目
2015,食肉,ローストビーフ,腸管出血性大腸菌,O121,2,0,厚生労働省指定品目
2015,食肉,ローストビーフ,腸管出血性大腸菌,O145,2,0,厚生労働省指定品目
2015,食肉,ローストビーフ,腸管出血性大腸菌,O157,4,0,厚生労働省指定品目
2015,食肉,ローストビーフ,腸管出血性大腸菌,O26,4,0,厚生労働省指定品目
2015,食肉,中心部まで十分加熱されない食肉（鶏）*2,E.coli,-,24,15,厚生労働省指定品目
2015,食肉,中心部まで十分加熱されない食肉（鶏）*2,カンピロバクター,-,32,5,厚生労働省指定品目
2015,食肉,中心部まで十分加熱されない食肉（鶏）*2,サルモネラ属菌,-,32,1,厚生労働省指定品目
2015,食肉,中心部まで十分加熱されない食肉（鶏）*2,総検体数,-,,,厚生労働省指定品目
2015,食肉,中心部まで十分加熱されない食肉（鶏）*2,腸管出血性大腸菌,O103,18,0,厚生労働省指定品目
2015,食肉,中心部まで十分加熱されない食肉（鶏）*2,腸管出血性大腸菌,O111,23,0,厚生労働省指定品目
2015,食肉,中心部まで十分加熱されない食肉（鶏）*2,腸管出血性大腸菌,O121,18,0,厚生労働省指定品目
2015,食肉,中心部まで十分加熱されない食肉（鶏）*2,腸管出血性大腸菌,O145,18,0,厚生労働省指定品目
2015,食肉,中心部まで十分加熱されない食肉（鶏）*2,腸管出血性大腸菌,O157,23,0,厚生労働省指定品目
2015,食肉,中心部まで十分加熱されない食肉（鶏）*2,腸管出血性大腸菌,O26,23,0,厚生労働省指定品目
2015,食肉,牛結着肉,E.coli,-,7,6,厚生労働省指定品目
2015,食肉,牛結着肉,カンピロバクター,-,7,0,厚生労働省指定品目
2015,食肉,牛結着肉,サルモネラ属菌,-,29,8,厚生労働省指定品目
2015,食肉,牛結着肉,総検体数,-,,,厚生労働省指定品目
2015,食肉,牛結着肉,腸管出血性大腸菌,O103,27,0,厚生労働省指定品目
2015,食肉,牛結着肉,腸管出血性大腸菌,O111,29,0,厚生労働省指定品目
2015,食肉,牛結着肉,腸管出血性大腸菌,O121,27,0,厚生労働省指定品目
2015,食肉,牛結着肉,腸管出血性大腸菌,O145,27,0,厚生労働省指定品目
2015,食肉,牛結着肉,腸管出血性大腸菌,O157,29,0,厚生労働省指定品目
2015,食肉,牛結着肉,腸管出血性大腸菌,O26,29,0,厚生労働省指定品目
2015,食肉,牛肉,サルモネラ属菌,-,10,0,実選施定自品治目体
2015,食肉,牛肉,総検体数,-,,,実選施定自品治目体
2015,食肉,牛肉,腸管出血性大腸菌,O103,3,0,実選施定自品治目体
2015,食肉,牛肉,腸管出血性大腸菌,O111,3,0,実選施定自品治目体
2015,食肉,牛肉,腸管出血性大腸菌,O121,3,0,実選施定自品治目体
2015,食肉,牛肉,腸管出血性大腸菌,O145,3,0,実選施定自品治目体
2015,食肉,牛肉,腸管出血性大腸菌,O157,3,0,実選施定自品治目体
2015,食肉,牛肉,腸管出血性大腸菌,O26,3,0,実選施定自品治目体
2015,食肉,生食用の食肉（牛）,E.coli,-,1,0,厚生労働省指定品目
2015,食肉,生食用の食肉（牛）,カンピロバクター,-,1,0,厚生労働省指定品目
2015,食肉,生食用の食肉（牛）,サルモネラ属菌,-,1,0,厚生労働省指定品目
2015,食肉,生食用の食肉（牛）,総検体数,-,,,厚生労働省指定品目
2015,食肉,生食用の食肉（牛）,腸管出血性大腸菌,O103,1,0,厚生労働省指定品目
2015,食肉,生食用の食肉（牛）,腸管出血性大腸菌,O111,1,0,厚生労働省指定品目
2015,食肉,生食用の食肉（牛）,腸管出血性大腸菌,O121,1,0,厚生労働省指定品目
2015,食肉,生食用の食肉（牛）,腸管出血性大腸菌,O145,1,0,厚生労働省指定品目
2015,食肉,生食用の食肉（牛）,腸管出血性大腸菌,O157,1,0,厚生労働省指定品目
2015,食肉,生食用の食肉（牛）,腸管出血性大腸菌,O26,1,0,厚生労働省指定品目
2015,食肉,生食用の食肉（馬）,E.coli,-,58,10,厚生労働省指定品目
2015,食肉,生食用の食肉（馬）,カンピロバクター,-,97,0,厚生労働省指定品目
2015,食肉,生食用の食肉（馬）,サルモネラ属菌,-,97,0,厚生労働省指定品目
2015,食肉,生食用の食肉（馬）,総検体数,-,,,厚生労働省指定品目
2015,食肉,生食用の食肉（馬）,腸管出血性大腸菌,O103,52,0,厚生労働省指定品目
2015,食肉,生食用の食肉（馬）,腸管出血性大腸菌,O111,61,0,厚生労働省指定品目
2015,食肉,生食用の食肉（馬）,腸管出血性大腸菌,O121,52,0,厚生労働省指定品目
2015,食肉,生食用の食肉（馬）,腸管出血性大腸菌,O145,52,0,厚生労働省指定品目
2015,食肉,生食用の食肉（馬）,腸管出血性大腸菌,O157,61,0,厚生労働省指定品目
2015,食肉,生食用の食肉（馬）,腸管出血性大腸菌,O26,61,0,厚生労働省指定品目
2015,食肉,生食用の食肉（鶏）,E.coli,-,15,15,厚生労働省指定品目
2015,食肉,生食用の食肉（鶏）,カンピロバクター,-,19,4,厚生労働省指定品目
2015,食肉,生食用の食肉（鶏）,サルモネラ属菌,-,19,6,厚生労働省指定品目
2015,食肉,生食用の食肉（鶏）,総検体数,-,,,厚生労働省指定品目
2015,食肉,生食用の食肉（鶏）,腸管出血性大腸菌,O103,10,0,厚生労働省指定品目
2015,食肉,生食用の食肉（鶏）,腸管出血性大腸菌,O111,15,0,厚生労働省指定品目
2015,食肉,生食用の食肉（鶏）,腸管出血性大腸菌,O121,10,0,厚生労働省指定品目
2015,食肉,生食用の食肉（鶏）,腸管出血性大腸菌,O145,10,0,厚生労働省指定品目
2015,食肉,生食用の食肉（鶏）,腸管出血性大腸菌,O157,15,0,厚生労働省指定品目
2015,食肉,生食用の食肉（鶏）,腸管出血性大腸菌,O26,15,0,厚生労働省指定品目
2015,食肉,食肉加工品*4,E.coli,-,1,0,実選施定自品治目体
2015,食肉,食肉加工品*4,カンピロバクター,-,1,0,実選施定自品治目体
2015,食肉,食肉加工品*4,サルモネラ属菌,-,5,2,実選施定自品治目体
2015,食肉,食肉加工品*4,総検体数,-,,,実選施定自品治目体
2015,食肉,食肉加工品*4,腸管出血性大腸菌,O111,5,0,実選施定自品治目体
2015,食肉,食肉加工品*4,腸管出血性大腸菌,O157,5,0,実選施定自品治目体
2015,食肉,食肉加工品*4,腸管出血性大腸菌,O26,5,0,実選施定自品治目体
2016,加工品,漬物,E.coli,-,101,11,厚生労働省指定品目
2016,加工品,漬物,カンピロバクター,-,0,0,厚生労働省指定品目
2016,加工品,漬物,サルモネラ属菌,-,0,0,厚生労働省指定品目
2016,加工品,漬物,総検体数,-,,,厚生労働省指定品目
2016,加工品,漬物,腸管出血性大腸菌,O103,68,0,厚生労働省指定品目
2016,加工品,漬物,腸管出血性大腸菌,O111,72,0,厚生労働省指定品目
2016,加工品,漬物,腸管出血性大腸菌,O121,68,0,厚生労働省指定品目
2016,加工品,漬物,腸管出血性大腸菌,O145,68,0,厚生労働省指定品目
2016,加工品,漬物,腸管出血性大腸菌,O157,72,0,厚生労働省指定品目
2016,加工品,漬物,腸管出血性大腸菌,O26,72,0,厚生労働省指定品目
2016,野菜,その他*1の生食用野菜,E.coli,-,19,1,厚生労働省指定品目
2016,野菜,その他*1の生食用野菜,カンピロバクター,-,0,0,厚生労働省指定品目
2016,野菜,その他*1の生食用野菜,サルモネラ属菌,-,0,0,厚生労働省指定品目
2016,野菜,その他*1の生食用野菜,総検体数,-,,,厚生労働省指定品目
2016,野菜,その他*1の生食用野菜,腸管出血性大腸菌,O103,15,0,厚生労働省指定品目
2016,野菜,その他*1の生食用野菜,腸管出血性大腸菌,O111,21,0,厚生労働省指定品目
2016,野菜,その他*1の生食用野菜,腸管出血性大腸菌,O121,15,0,厚生労働省指定品目
2016,野菜,その他*1の生食用野菜,腸管出血性大腸菌,O145,15,0,厚生労働省指定品目
2016,野菜,その他*1の生食用野菜,腸管出血性大腸菌,O157,21,0,厚生労働省指定品目
2016,野菜,その他*1の生食用野菜,腸管出血性大腸菌,O26,21,0,厚生労働省指定品目
2016,野菜,みつば,E.coli,-,8,2,厚生労働省指定品目
2016,野菜,みつば,カンピロバクター,-,0,0,厚生労働省指定品目
2016,野菜,みつば,サルモネラ属菌,-,0,0,厚生労働省指定品目
2016,野菜,みつば,総検体数,-,,,厚生労働省指定品目
2016,野菜,みつば,腸管出血性大腸菌,O103,12,0,厚生労働省指定品目
2016,野菜,みつば,腸管出血性大腸菌,O111,12,0,厚生労働省指定品目
2016,野菜,みつば,腸管出血性大腸菌,O121,12,0,厚生労働省指定品目
2016,野菜,みつば,腸管出血性大腸菌,O145,12,0,厚生労働省指定品目
2016,野菜,みつば,腸管出血性大腸菌,O157,12,0,厚生労働省指定品目
2016,野菜,みつば,腸管出血性大腸菌,O26,12,0,厚生労働省指定品目
2016,野菜,もやし,E.coli,-,21,8,厚生労働省指定品目
2016,野菜,もやし,カンピロバクター,-,0,0,厚生労働省指定品目
2016,野菜,もやし,サルモネラ属菌,-,0,0,厚生労働省指定品目
2016,野菜,もやし,総検体数,-,,,厚生労働省指定品目
2016,野菜,もやし,腸管出血性大腸菌,O103,19,0,厚生労働省指定品目
2016,野菜,もやし,腸管出血性大腸菌,O111,20,0,厚生労働省指定品目
2016,野菜,もやし,腸管出血性大腸菌,O121,19,0,厚生労働省指定品目
2016,野菜,もやし,腸管出血性大腸菌,O145,19,0,厚生労働省指定品目
2016,野菜,もやし,腸管出血性大腸菌,O157,20,0,厚生労働省指定品目
2016,野菜,もやし,腸管出血性大腸菌,O26,20,0,厚生労働省指定品目
2016,野菜,アルファルファ,E.coli,-,9,3,厚生労働省指定品目
