Year,Food Handling Classification,Food Category,Food Name,Food details,Method,Organism,Concentration,Unit,Agency,Survey,Source URL,Access Date,Remarks
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,3.0~3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,>3.7,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Breast,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,1.5~1.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,1.5~1.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,1.5~1.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,1.5~1.9,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Chicken wing,Domestic,MPN,Campylobacter jejuni/coli,not detected,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Leg,Domestic,MPN,Salmonella spp.,<1.5,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Leg,Domestic,MPN,Salmonella spp.,<1.5,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Leg,Domestic,MPN,Salmonella spp.,<1.5,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Leg,Domestic,MPN,Salmonella spp.,<1.5,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Leg,Domestic,MPN,Salmonella spp.,<1.5,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Leg,Domestic,MPN,Salmonella spp.,<1.5,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Leg,Domestic,MPN,Salmonella spp.,<1.5,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Leg,Domestic,MPN,Salmonella spp.,<1.5,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Leg,Domestic,MPN,Salmonella spp.,<1.5,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
2004~2011,Ingredients,Chicken,Leg,Domestic,MPN,Salmonella spp.,<1.5,log MPN/100g,Saitama Institute of Public Health,市販鶏肉におけるカンピロバクター・サルモネラ汚染実態調査,https://jvma-vet.jp/mag/06706/d2.pdf,2025/9/28,食品詳細:国産
